study_id,rows,cols,spacing_y_mm,spacing_x_mm,n_slices,z_spacing_mm,slice_thickness_tag_mm,spacing_between_slices_mm
1.2.826.0.1.3680043.14917,512,512,0.3125,0.3125,399,0.5,1.0,
1.2.826.0.1.3680043.14925,512,512,0.265625,0.265625,485,0.3125,0.625,
1.2.826.0.1.3680043.14994,512,512,0.366,0.366,676,0.4,0.5,
1.2.826.0.1.3680043.15000,512,512,0.312,0.312,736,0.4,0.5,
1.2.826.0.1.3680043.15006,512,512,0.253906,0.253906,220,0.625,0.625,
1.2.826.0.1.3680043.15016,512,512,0.297,0.297,289,0.7999999999999999,1.0,
1.2.826.0.1.3680043.15084,512,512,0.3515625,0.3515625,218,0.9999999999999998,1.0,
1.2.826.0.1.3680043.1509,512,512,0.312,0.312,466,0.4,0.5,
1.2.826.0.1.3680043.15105,512,512,0.253906,0.253906,343,0.625,0.625,
1.2.826.0.1.3680043.15113,512,512,0.240234375,0.240234375,183,1.0,1.0,
1.2.826.0.1.3680043.15149,512,512,0.369141,0.369141,709,0.3125,0.625,
1.2.826.0.1.3680043.15151,512,512,0.351561993361,0.351561993361,382,0.625,0.625,
1.2.826.0.1.3680043.15197,512,512,0.312,0.312,533,0.3999999999999999,0.5,
1.2.826.0.1.3680043.15206,512,512,0.3046875,0.3046875,334,0.7000000000000001,1.0,
1.2.826.0.1.3680043.15213,512,512,0.318359,0.318359,289,0.625,0.625,
1.2.826.0.1.3680043.15253,512,512,0.253906,0.253906,307,0.625,0.625,
1.2.826.0.1.3680043.15259,512,512,0.23828125,0.23828125,218,1.0,1.0,
1.2.826.0.1.3680043.15277,512,512,0.312,0.312,576,0.4,0.5,
1.2.826.0.1.3680043.15325,512,512,0.240234,0.240234,681,0.3125,0.625,
1.2.826.0.1.3680043.15338,512,512,0.30664101243,0.30664101243,354,0.625,0.625,
1.2.826.0.1.3680043.15349,512,512,0.292969,0.292969,541,0.31249814814814814,0.625,
1.2.826.0.1.3680043.15386,512,512,0.351561993361,0.351561993361,293,0.625,0.625,
1.2.826.0.1.3680043.15404,512,512,0.259,0.259,503,0.3999999999999999,0.5,
1.2.826.0.1.3680043.15418,512,512,0.312,0.312,548,0.3999999999999999,0.5,
1.2.826.0.1.3680043.1542,512,512,0.306640625,0.306640625,428,0.4000000000000004,0.6,
1.2.826.0.1.3680043.15474,512,512,0.253906,0.253906,300,0.625,0.625,
1.2.826.0.1.3680043.15485,512,512,0.381,0.381,653,0.3999999999999999,0.5,
1.2.826.0.1.3680043.15492,512,512,0.253906,0.253906,343,0.625,0.625,
1.2.826.0.1.3680043.15542,512,512,0.248,0.248,503,0.3999999999999999,0.5,
1.2.826.0.1.3680043.15563,512,512,0.203125,0.203125,645,0.3125,0.625,
1.2.826.0.1.3680043.15570,512,512,0.302,0.302,246,0.8,1.0,
1.2.826.0.1.3680043.15576,512,512,0.318359,0.318359,253,0.625,0.625,
1.2.826.0.1.3680043.15587,512,512,0.24609375,0.24609375,224,1.0,1.0,
1.2.826.0.1.3680043.15593,512,512,0.275391,0.275391,309,0.625,0.625,
1.2.826.0.1.3680043.15621,512,512,0.279297,0.279297,258,0.625,0.625,
1.2.826.0.1.3680043.15623,512,512,0.386719,0.386719,386,0.625,0.625,
1.2.826.0.1.3680043.15627,512,512,0.287109375,0.287109375,405,0.3999999999999999,0.6,
1.2.826.0.1.3680043.15641,512,512,0.312,0.312,501,0.4,0.5,
1.2.826.0.1.3680043.15669,512,512,0.253906,0.253906,272,0.625,0.625,
1.2.826.0.1.3680043.15674,512,512,0.268,0.268,208,0.8000000000000002,1.0,
1.2.826.0.1.3680043.15680,512,512,0.253906,0.253906,197,0.625,0.625,
1.2.826.0.1.3680043.15699,512,512,0.273438,0.273438,266,0.625,0.625,
1.2.826.0.1.3680043.1573,512,512,0.327,0.327,286,0.8,1.0,
1.2.826.0.1.3680043.15733,512,512,0.2890625,0.2890625,234,1.0,1.0,
1.2.826.0.1.3680043.15773,512,512,0.279296875,0.279296875,185,1.0,1.0,
1.2.826.0.1.3680043.15776,512,512,0.253906,0.253906,289,0.625,0.625,
1.2.826.0.1.3680043.15785,512,512,0.47851601243,0.47851601243,349,0.625,0.625,
1.2.826.0.1.3680043.15809,512,512,0.296875,0.296875,296,0.625,0.625,
1.2.826.0.1.3680043.15840,512,512,0.234375,0.234375,229,1.0,1.0,
1.2.826.0.1.3680043.15842,512,512,0.253906,0.253906,287,0.625,0.625,
1.2.826.0.1.3680043.15845,512,512,0.332031,0.332031,341,0.625,0.625,
1.2.826.0.1.3680043.15857,512,512,0.322,0.322,224,0.7999999999999999,1.0,
1.2.826.0.1.3680043.15891,512,512,0.390625,0.390625,421,0.5,1.0,
1.2.826.0.1.3680043.15909,512,512,0.273438,0.273438,321,0.6249968750000001,0.625,
1.2.826.0.1.3680043.15917,512,512,0.354,0.354,616,0.4,0.5,
1.2.826.0.1.3680043.15926,512,512,0.244140625,0.244140625,228,1.0,1.0,
1.2.826.0.1.3680043.15952,512,512,0.534,0.534,511,0.5,0.5,
1.2.826.0.1.3680043.15979,512,512,0.253906,0.253906,262,0.625,0.625,
1.2.826.0.1.3680043.15981,512,512,0.318359,0.318359,597,0.3125,0.625,
1.2.826.0.1.3680043.15994,512,512,0.275390625,0.275390625,217,1.0,1.0,
1.2.826.0.1.3680043.16027,512,512,0.256,0.256,232,0.7999999999999998,1.0,
1.2.826.0.1.3680043.16030,512,512,0.488281,0.488281,359,0.625,0.625,
1.2.826.0.1.3680043.1606,512,512,0.375,0.375,374,0.625,0.625,
1.2.826.0.1.3680043.16092,512,512,0.359375,0.359375,329,0.625,0.625,
1.2.826.0.1.3680043.16110,512,512,0.312,0.312,518,0.3999999999999999,0.5,
1.2.826.0.1.3680043.16124,512,512,0.3359375,0.3359375,425,0.4999999999999999,1.0,
1.2.826.0.1.3680043.16141,512,512,0.385,0.385,533,0.3999999999999999,0.5,
1.2.826.0.1.3680043.16148,512,512,0.390625,0.390625,420,0.5000000000000001,1.0,
1.2.826.0.1.3680043.16163,512,512,0.220703,0.220703,557,0.3125,0.625,
1.2.826.0.1.3680043.16180,512,512,0.369140625,0.369140625,494,0.4000000000000001,0.6,
1.2.826.0.1.3680043.16188,512,512,0.312,0.312,541,0.4,0.5,
1.2.826.0.1.3680043.16195,512,512,0.265625,0.265625,255,0.625,0.625,
1.2.826.0.1.3680043.16206,512,512,0.625,0.625,352,0.625,0.625,
1.2.826.0.1.3680043.1625,512,512,0.307,0.307,248,0.8,1.0,
1.2.826.0.1.3680043.16262,512,512,0.234375,0.234375,167,1.0,1.0,
1.2.826.0.1.3680043.16277,512,512,0.253906,0.253906,288,0.625,0.625,
1.2.826.0.1.3680043.16308,512,512,0.365234,0.365234,577,0.3125,0.625,
1.2.826.0.1.3680043.1632,512,512,0.408203125,0.408203125,372,0.44999986792452845,0.9,
1.2.826.0.1.3680043.16329,512,512,0.273438,0.273438,303,0.6249966887417219,0.625,
1.2.826.0.1.3680043.16330,512,512,0.253906,0.253906,302,0.625,0.625,
1.2.826.0.1.3680043.16333,512,512,0.271484,0.271484,247,0.625,0.625,
1.2.826.0.1.3680043.1634,512,512,0.285156,0.285156,525,0.3124980916030534,0.625,
1.2.826.0.1.3680043.16348,512,512,0.351563,0.351563,478,0.44999790356394137,0.625,
1.2.826.0.1.3680043.1636,512,512,0.3515625,0.3515625,218,1.0,1.0,
1.2.826.0.1.3680043.16374,512,512,0.333984375,0.333984375,489,0.4000000000000001,0.6,
1.2.826.0.1.3680043.16386,512,512,0.300781,0.300781,288,0.625,0.625,
1.2.826.0.1.3680043.16408,512,512,0.333984375,0.333984375,189,1.0,1.0,
1.2.826.0.1.3680043.1641,512,512,0.351563,0.351563,629,0.3125015923566879,0.625,
1.2.826.0.1.3680043.16444,512,512,0.306641,0.306641,505,0.3125,0.625,
1.2.826.0.1.3680043.16451,512,512,0.286,0.286,578,0.3999999999999999,0.5,
1.2.826.0.1.3680043.16455,512,512,0.314453,0.314453,601,0.3125,0.625,
1.2.826.0.1.3680043.16457,512,512,0.358,0.358,481,0.4,0.5,
1.2.826.0.1.3680043.16463,512,512,0.253906,0.253906,276,0.625,0.625,
1.2.826.0.1.3680043.1647,512,512,0.341,0.341,226,0.8,1.0,
1.2.826.0.1.3680043.16486,512,512,0.277344,0.277344,262,0.625,0.625,
1.2.826.0.1.3680043.16498,512,512,0.332031,0.332031,342,0.625,0.625,
1.2.826.0.1.3680043.16511,512,512,0.253906,0.253906,380,0.625,0.625,
1.2.826.0.1.3680043.16527,512,512,0.328125,0.328125,513,0.40000000000000013,0.6,
1.2.826.0.1.3680043.16534,512,512,0.312,0.312,586,0.4,0.5,
1.2.826.0.1.3680043.16546,512,512,0.253906,0.253906,300,0.625,0.625,
1.2.826.0.1.3680043.16548,512,512,0.474609,0.474609,427,0.625,0.625,
1.2.826.0.1.3680043.16563,512,512,0.253906,0.253906,331,0.625,0.625,
1.2.826.0.1.3680043.16572,512,512,0.339,0.339,646,0.4,0.5,
1.2.826.0.1.3680043.166,512,512,0.332031,0.332031,299,0.625,0.625,
1.2.826.0.1.3680043.16643,512,512,0.253906,0.253906,250,0.625,0.625,
1.2.826.0.1.3680043.16651,512,512,0.253906,0.253906,304,0.625,0.625,
1.2.826.0.1.3680043.16658,512,512,0.328125,0.328125,281,0.625,0.625,
1.2.826.0.1.3680043.1668,512,512,0.419,0.419,251,0.8,1.0,
1.2.826.0.1.3680043.16688,512,512,0.3515625,0.3515625,436,0.5,1.0,
1.2.826.0.1.3680043.16693,512,512,0.604,0.604,268,0.8,1.0,
1.2.826.0.1.3680043.16707,512,512,0.3046875,0.3046875,389,0.500000000515464,1.0,
1.2.826.0.1.3680043.16729,512,512,0.37,0.37,503,0.3999999999999999,0.5,
1.2.826.0.1.3680043.16747,512,512,0.253906,0.253906,265,0.625,0.625,
1.2.826.0.1.3680043.16759,512,512,0.253906,0.253906,301,0.625,0.625,
1.2.826.0.1.3680043.16764,512,512,0.253906,0.253906,330,0.625,0.625,
1.2.826.0.1.3680043.16770,512,512,0.312,0.312,578,0.3999999999999999,0.5,
1.2.826.0.1.3680043.1679,512,512,0.279296875,0.279296875,224,1.0,1.0,
1.2.826.0.1.3680043.16806,512,512,0.259766,0.259766,321,0.625,0.625,
1.2.826.0.1.3680043.16811,512,512,0.337890625,0.337890625,399,0.49999999999999983,1.0,
1.2.826.0.1.3680043.16813,512,512,0.259765625,0.259765625,209,1.0,1.0,
1.2.826.0.1.3680043.16820,512,512,0.228516,0.228516,313,0.625,0.625,
1.2.826.0.1.3680043.16824,512,512,0.370999991894,0.370999991894,273,0.8,1.0,
1.2.826.0.1.3680043.16830,512,512,0.253906,0.253906,283,0.625,0.625,
1.2.826.0.1.3680043.16833,512,512,0.351563,0.351563,384,0.45000000000000007,0.625,
1.2.826.0.1.3680043.16838,512,512,0.3125,0.3125,258,0.625,0.625,
1.2.826.0.1.3680043.1685,512,512,0.3515625,0.3515625,220,1.0,1.0,
1.2.826.0.1.3680043.16853,512,512,0.332031,0.332031,297,0.625,0.625,
1.2.826.0.1.3680043.16866,512,512,0.3203125,0.3203125,198,1.0,1.0,
1.2.826.0.1.3680043.16889,512,512,0.375,0.375,416,0.6000000000000001,1.0,
1.2.826.0.1.3680043.1689,512,512,0.390625,0.390625,486,0.5,1.0,
1.2.826.0.1.3680043.16906,512,512,0.390625,0.390625,307,0.625,0.625,
1.2.826.0.1.3680043.16919,512,512,0.298828125,0.298828125,409,0.5,1.0,
1.2.826.0.1.3680043.16931,512,512,0.326171875,0.326171875,210,0.9999999999999999,1.0,
1.2.826.0.1.3680043.16935,512,512,0.663,0.663,284,0.7999999999999999,1.0,
1.2.826.0.1.3680043.16993,512,512,0.292969,0.292969,321,0.625,0.625,
1.2.826.0.1.3680043.170,512,512,0.332031,0.332031,328,0.625,0.625,
1.2.826.0.1.3680043.17016,512,512,0.28125,0.28125,343,0.6249970760233918,0.625,
1.2.826.0.1.3680043.17052,512,512,0.294922,0.294922,661,0.3125,0.625,
1.2.826.0.1.3680043.17061,512,512,0.267578125,0.267578125,195,1.0,1.0,
1.2.826.0.1.3680043.17069,512,512,0.373,0.373,287,0.7999999999999998,1.0,
1.2.826.0.1.3680043.1708,512,512,0.234375,0.234375,170,1.0,1.0,
1.2.826.0.1.3680043.17094,512,512,0.349609,0.349609,320,0.625,0.625,
1.2.826.0.1.3680043.171,512,512,0.285156,0.285156,375,0.6249973262032086,0.625,
1.2.826.0.1.3680043.17127,512,512,0.253906,0.253906,299,0.625003355704698,0.625,
1.2.826.0.1.3680043.17129,512,512,0.292969,0.292969,329,0.625,0.625,
1.2.826.0.1.3680043.17166,512,512,0.28125,0.28125,256,0.625,0.625,
1.2.826.0.1.3680043.17170,512,512,0.599609017372,0.599609017372,274,0.625,0.625,
1.2.826.0.1.3680043.17184,512,512,0.241,0.241,222,0.7999999999999998,1.0,
1.2.826.0.1.3680043.17194,512,512,0.422,0.422,267,0.7999999999999998,1.0,
1.2.826.0.1.3680043.17208,512,512,0.351561993361,0.351561993361,346,0.625,0.625,
1.2.826.0.1.3680043.17210,512,512,0.318359,0.318359,325,0.625,0.625,
1.2.826.0.1.3680043.17242,512,512,0.390625,0.390625,523,0.3300000191570881,0.67,
1.2.826.0.1.3680043.17246,512,512,0.3359375,0.3359375,189,1.0,1.0,
1.2.826.0.1.3680043.17262,512,512,0.253906,0.253906,310,0.625,0.625,
1.2.826.0.1.3680043.17266,512,512,0.2890625,0.2890625,412,0.4,0.6,
1.2.826.0.1.3680043.17284,512,512,0.33984375,0.33984375,427,0.5,1.0,
1.2.826.0.1.3680043.17287,512,512,0.347,0.347,651,0.4,0.5,
1.2.826.0.1.3680043.17288,512,512,0.488281011581,0.488281011581,257,0.625,0.625,
1.2.826.0.1.3680043.17325,512,512,0.315,0.315,242,0.7999999999999998,1.0,
1.2.826.0.1.3680043.17341,512,512,0.37109375,0.37109375,566,0.4,0.6,
1.2.826.0.1.3680043.17346,512,512,0.326171875,0.326171875,221,1.0,1.0,
1.2.826.0.1.3680043.17359,512,512,0.304688,0.304688,334,0.625,0.625,
1.2.826.0.1.3680043.17364,512,512,0.253906,0.253906,297,0.625,0.625,
1.2.826.0.1.3680043.17370,512,512,0.292969,0.292969,569,0.3125,0.625,
1.2.826.0.1.3680043.17382,512,512,0.361,0.361,236,0.8,1.0,
1.2.826.0.1.3680043.17387,512,512,0.341,0.341,203,0.8000000000000002,1.0,
1.2.826.0.1.3680043.17401,512,512,0.248047,0.248047,323,0.6250031055900621,0.625,
1.2.826.0.1.3680043.17403,512,512,0.287109,0.287109,349,0.625,0.625,
1.2.826.0.1.3680043.17423,512,512,0.292969,0.292969,267,0.625,0.625,
1.2.826.0.1.3680043.17425,512,512,0.330078125,0.330078125,199,0.9999999999999999,1.0,
1.2.826.0.1.3680043.17438,512,512,0.28125,0.28125,176,1.0,1.0,
1.2.826.0.1.3680043.17443,512,512,0.326172,0.326172,653,0.3125,0.625,
1.2.826.0.1.3680043.17455,512,512,0.330078125,0.330078125,218,1.0,1.0,
1.2.826.0.1.3680043.17457,512,512,0.378,0.378,261,0.8,1.0,
1.2.826.0.1.3680043.17481,512,512,0.28125,0.28125,407,0.5000000009852218,1.0,
1.2.826.0.1.3680043.17483,512,512,0.49,0.49,264,0.7999999999999999,1.0,
1.2.826.0.1.3680043.17495,512,512,0.351563,0.351563,380,0.45,0.625,
1.2.826.0.1.3680043.17497,512,512,0.253906,0.253906,287,0.625,0.625,
1.2.826.0.1.3680043.1750,512,512,0.324219,0.324219,311,0.625,0.625,
1.2.826.0.1.3680043.17505,512,512,0.347656,0.347656,697,0.3125014367816092,0.625,
1.2.826.0.1.3680043.17523,512,512,0.324219,0.324219,366,0.625,0.625,
1.2.826.0.1.3680043.17524,512,512,0.234375,0.234375,275,0.625,0.625,
1.2.826.0.1.3680043.17529,512,512,0.29,0.29,616,0.4,0.5,
1.2.826.0.1.3680043.17553,512,512,0.322265625,0.322265625,380,0.5000000000000001,1.0,
1.2.826.0.1.3680043.17607,512,512,0.3125,0.3125,297,0.625,0.625,
1.2.826.0.1.3680043.17625,512,512,0.277344,0.277344,239,0.625,0.625,
1.2.826.0.1.3680043.17692,512,512,0.36328125,0.36328125,215,1.0,1.0,
1.2.826.0.1.3680043.17697,512,512,0.253906,0.253906,311,0.625,0.625,
1.2.826.0.1.3680043.1770,512,512,0.412,0.412,292,0.7999999999999998,1.0,
1.2.826.0.1.3680043.17706,512,512,0.424,0.424,302,0.7999999999999998,1.0,
1.2.826.0.1.3680043.1772,512,512,0.38671875,0.38671875,493,0.3999999999999999,0.6,
1.2.826.0.1.3680043.17721,512,512,0.283203,0.283203,264,0.625,0.625,
1.2.826.0.1.3680043.17782,512,512,0.28515625,0.28515625,217,1.0,1.0,
1.2.826.0.1.3680043.17787,512,512,0.390625,0.390625,229,0.625,0.625,
1.2.826.0.1.3680043.17791,512,512,0.390625,0.390625,431,0.5,1.0,
1.2.826.0.1.3680043.17809,512,512,0.255859,0.255859,449,0.3125,0.625,
1.2.826.0.1.3680043.17811,512,512,0.38,0.38,294,0.7999999999999999,1.0,
1.2.826.0.1.3680043.17817,512,512,0.333984,0.333984,360,0.625,0.625,
1.2.826.0.1.3680043.17833,512,512,0.46484375,0.46484375,456,0.4999999995604396,1.0,
1.2.826.0.1.3680043.17858,512,512,0.396484375,0.396484375,233,1.0,1.0,
1.2.826.0.1.3680043.17859,512,512,0.375,0.375,531,0.4,0.6,
1.2.826.0.1.3680043.17872,512,512,0.521484017372,0.521484017372,266,0.625,0.625,
1.2.826.0.1.3680043.17884,512,512,0.253906,0.253906,282,0.625,0.625,
1.2.826.0.1.3680043.17886,512,512,0.449,0.449,256,0.8,1.0,
1.2.826.0.1.3680043.17902,512,512,0.343,0.343,401,0.4,0.5,
1.2.826.0.1.3680043.17916,512,512,0.295,0.295,258,0.8,1.0,
1.2.826.0.1.3680043.17924,512,512,0.253906,0.253906,297,0.625,0.625,
1.2.826.0.1.3680043.17938,512,512,0.285156,0.285156,248,0.625,0.625,
1.2.826.0.1.3680043.17960,512,512,0.351561993361,0.351561993361,271,0.625,0.625,
1.2.826.0.1.3680043.17964,512,512,0.312,0.312,526,0.4,0.5,
1.2.826.0.1.3680043.18010,512,512,0.310546875,0.310546875,222,1.0,1.0,
1.2.826.0.1.3680043.18025,512,512,0.385,0.385,278,0.7999999999999999,1.0,
1.2.826.0.1.3680043.18060,512,512,0.253906,0.253906,280,0.625,0.625,
1.2.826.0.1.3680043.18068,512,512,0.341796875,0.341796875,399,0.5,1.0,
1.2.826.0.1.3680043.18077,512,512,0.359375,0.359375,454,0.5,1.0,
1.2.826.0.1.3680043.1810,512,512,0.525390982628,0.525390982628,397,0.625,0.625,
1.2.826.0.1.3680043.18101,512,512,0.376,0.376,261,0.8,1.0,
1.2.826.0.1.3680043.18110,512,512,0.353516,0.353516,327,0.625,0.625,
1.2.826.0.1.3680043.18123,512,512,0.307,0.307,246,0.8,1.0,
1.2.826.0.1.3680043.18135,512,512,0.337890625,0.337890625,452,0.4,0.6,
1.2.826.0.1.3680043.18141,512,512,0.253906,0.253906,325,0.625,0.625,
1.2.826.0.1.3680043.18163,512,512,0.27734375,0.27734375,433,0.4,0.6,
1.2.826.0.1.3680043.18176,512,512,0.437,0.437,254,0.8,1.0,
1.2.826.0.1.3680043.18188,512,512,0.273438,0.273438,237,0.625,0.625,
1.2.826.0.1.3680043.18191,512,512,0.365234375,0.365234375,500,0.39999999999999997,0.6,
1.2.826.0.1.3680043.18197,512,512,0.339,0.339,458,0.3999999999999999,0.5,
1.2.826.0.1.3680043.18207,512,512,0.308594,0.308594,259,0.625,0.625,
1.2.826.0.1.3680043.18219,512,512,0.34375,0.34375,268,0.625,0.625,
1.2.826.0.1.3680043.18244,512,512,0.315,0.315,232,0.7999999999999998,1.0,
1.2.826.0.1.3680043.18254,512,512,0.253906,0.253906,290,0.625,0.625,
1.2.826.0.1.3680043.18272,512,512,0.253906,0.253906,273,0.625,0.625,
1.2.826.0.1.3680043.18274,512,512,0.308594,0.308594,277,0.625,0.625,
1.2.826.0.1.3680043.18307,512,512,0.351562,0.351562,306,0.625,0.625,
1.2.826.0.1.3680043.18337,512,512,0.298828125,0.298828125,179,1.0,1.0,
1.2.826.0.1.3680043.18341,512,512,0.253906,0.253906,325,0.625,0.625,
1.2.826.0.1.3680043.1836,512,512,0.351563,0.351563,295,0.625,0.625,
1.2.826.0.1.3680043.18391,512,512,0.234375,0.234375,573,0.3125,0.625,
1.2.826.0.1.3680043.18479,512,512,0.328,0.328,578,0.3999999999999999,0.5,
1.2.826.0.1.3680043.18480,512,512,0.33203125,0.33203125,462,0.39999999999999997,0.6,
1.2.826.0.1.3680043.1852,512,512,0.447265625,0.447265625,482,0.39999999999999997,0.6,
1.2.826.0.1.3680043.18523,512,512,0.292969,0.292969,261,0.625,0.625,
1.2.826.0.1.3680043.18524,512,512,0.302734375,0.302734375,237,1.0,1.0,
1.2.826.0.1.3680043.18534,512,512,0.298828,0.298828,378,0.625,0.625,
1.2.826.0.1.3680043.18541,512,512,0.253906,0.253906,311,0.625,0.625,
1.2.826.0.1.3680043.18562,512,512,0.583984017372,0.583984017372,347,0.625,0.625,
1.2.826.0.1.3680043.18576,512,512,0.376953005791,0.376953005791,248,0.625,0.625,
1.2.826.0.1.3680043.18598,512,512,0.339,0.339,258,0.8,1.0,
1.2.826.0.1.3680043.18601,512,512,0.302734,0.302734,268,0.625,0.625,
1.2.826.0.1.3680043.18656,512,512,0.482421875,0.482421875,499,0.4000000000000001,0.6,
1.2.826.0.1.3680043.18659,512,512,0.292969,0.292969,328,0.625,0.625,
1.2.826.0.1.3680043.1868,512,512,0.205078,0.205078,653,0.3125,0.625,
1.2.826.0.1.3680043.18696,512,512,0.385,0.385,301,0.8,1.0,
1.2.826.0.1.3680043.18748,512,512,0.375,0.375,374,0.625,0.625,
1.2.826.0.1.3680043.18758,512,512,0.253906,0.253906,251,0.625,0.625,
1.2.826.0.1.3680043.18768,512,512,0.28125,0.28125,213,1.0,1.0,
1.2.826.0.1.3680043.18770,512,512,0.412,0.412,269,0.7999999999999999,1.0,
1.2.826.0.1.3680043.18786,512,512,0.312,0.312,466,0.4,0.5,
1.2.826.0.1.3680043.1880,512,512,0.3828125,0.3828125,384,0.4499999368146214,0.9,
1.2.826.0.1.3680043.18834,512,512,0.328,0.328,518,0.3999999999999999,0.5,
1.2.826.0.1.3680043.18861,512,512,0.373,0.373,601,0.4,0.5,
1.2.826.0.1.3680043.18865,512,512,0.292969,0.292969,285,0.625,0.625,
1.2.826.0.1.3680043.18900,512,512,0.279296875,0.279296875,165,1.0,1.0,
1.2.826.0.1.3680043.18904,512,512,0.324218988419,0.324218988419,247,0.625,0.625,
1.2.826.0.1.3680043.18906,512,512,0.2753906,0.2753906,351,0.7000000000000001,1.0,
1.2.826.0.1.3680043.18935,512,512,0.283203005791,0.283203005791,325,0.625,0.625,
1.2.826.0.1.3680043.18937,512,512,0.42,0.42,240,0.8000000000000002,1.0,
1.2.826.0.1.3680043.18945,512,512,0.291016,0.291016,283,0.625,0.625,
1.2.826.0.1.3680043.18954,512,512,0.332031,0.332031,368,0.625,0.625,
1.2.826.0.1.3680043.18959,512,512,0.253906,0.253906,345,0.625,0.625,
1.2.826.0.1.3680043.18968,512,512,0.306641,0.306641,411,0.625,0.625,
1.2.826.0.1.3680043.18971,512,512,0.6015625,0.6015625,419,0.3300000071770336,0.67,
1.2.826.0.1.3680043.19012,512,512,0.31640625,0.31640625,203,1.0,1.0,
1.2.826.0.1.3680043.19021,512,512,0.466796875,0.466796875,395,0.5,1.0,
1.2.826.0.1.3680043.19051,512,512,0.289063,0.289063,657,0.3125,0.625,
1.2.826.0.1.3680043.19055,512,512,0.305,0.305,247,0.7999999999999998,1.0,
1.2.826.0.1.3680043.19064,512,512,0.390625,0.390625,467,0.5,1.0,
1.2.826.0.1.3680043.19084,512,512,0.347656,0.347656,263,0.625,0.625,
1.2.826.0.1.3680043.19097,512,512,0.376953,0.376953,285,0.625,0.625,
1.2.826.0.1.3680043.19121,512,512,0.253906,0.253906,350,0.625,0.625,
1.2.826.0.1.3680043.19124,512,512,0.422,0.422,298,0.8,1.0,
1.2.826.0.1.3680043.19142,512,512,0.269531,0.269531,521,0.3125,0.625,
1.2.826.0.1.3680043.19153,512,512,0.390625,0.390625,467,0.5,1.0,
1.2.826.0.1.3680043.19159,512,512,0.335938,0.335938,355,0.625,0.625,
1.2.826.0.1.3680043.19165,512,512,0.253906,0.253906,356,0.6249971830985915,0.625,
1.2.826.0.1.3680043.19182,512,512,0.253906,0.253906,241,0.6250041666666667,0.625,
1.2.826.0.1.3680043.19185,512,512,0.253906,0.253906,322,0.6249968847352024,0.625,
1.2.826.0.1.3680043.19194,512,512,0.31640625,0.31640625,483,0.3999999999999999,0.6,
1.2.826.0.1.3680043.1920,512,512,0.367188,0.367188,322,0.6249968847352024,0.625,
1.2.826.0.1.3680043.19201,512,512,0.330078,0.330078,589,0.3125,0.625,
1.2.826.0.1.3680043.19238,512,512,0.591796994209,0.591796994209,307,0.625,0.625,
1.2.826.0.1.3680043.19242,512,512,0.380859,0.380859,264,0.625,0.625,
1.2.826.0.1.3680043.19258,512,512,0.292969,0.292969,296,0.625,0.625,
1.2.826.0.1.3680043.19266,512,512,0.298828005791,0.298828005791,298,0.625,0.625,
1.2.826.0.1.3680043.19283,512,512,0.439453125,0.439453125,521,0.4,0.6,
1.2.826.0.1.3680043.19298,512,512,0.351563,0.351563,565,0.3125,0.625,
1.2.826.0.1.3680043.19304,512,512,0.312,0.312,501,0.4,0.5,
1.2.826.0.1.3680043.1931,512,512,0.408,0.408,473,0.3999999999999999,0.5,
1.2.826.0.1.3680043.19333,512,512,0.4296875,0.4296875,205,1.0,1.0,
1.2.826.0.1.3680043.19339,512,512,0.339,0.339,533,0.3999999999999999,0.5,
1.2.826.0.1.3680043.19343,512,512,0.301,0.301,518,0.3999999999999999,0.5,
1.2.826.0.1.3680043.19352,512,512,0.398,0.398,241,0.8,1.0,
1.2.826.0.1.3680043.19360,512,512,0.347,0.347,511,0.4,0.5,
1.2.826.0.1.3680043.19369,512,512,0.222656,0.222656,263,0.625,0.625,
1.2.826.0.1.3680043.19381,512,512,0.332031,0.332031,329,0.625,0.625,
1.2.826.0.1.3680043.19388,512,512,0.376953125,0.376953125,492,0.4,0.6,
1.2.826.0.1.3680043.19397,512,512,0.301,0.301,458,0.3999999999999999,0.5,
1.2.826.0.1.3680043.19400,512,512,0.253906,0.253906,289,0.625,0.625,
1.2.826.0.1.3680043.19401,512,512,0.253906,0.253906,376,0.6249973333333333,0.625,
1.2.826.0.1.3680043.19410,512,512,0.373046875,0.373046875,633,0.3999999999999999,0.6,
1.2.826.0.1.3680043.19439,512,512,0.306641,0.306641,346,0.625,0.625,
1.2.826.0.1.3680043.19487,512,512,0.351,0.351,244,0.7999999999999999,1.0,
1.2.826.0.1.3680043.19517,512,512,0.351562,0.351562,367,0.625,0.625,
1.2.826.0.1.3680043.19537,512,512,0.48828125,0.48828125,498,0.5,1.0,
1.2.826.0.1.3680043.19565,512,512,0.369140625,0.369140625,270,1.0,1.0,
1.2.826.0.1.3680043.19576,512,512,0.346,0.346,236,0.8,1.0,
1.2.826.0.1.3680043.19596,512,512,0.332031,0.332031,370,0.625,0.625,
1.2.826.0.1.3680043.19607,512,512,0.275391,0.275391,541,0.3125,0.625,
1.2.826.0.1.3680043.19612,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.19614,512,512,0.234375,0.234375,321,0.625,0.625,
1.2.826.0.1.3680043.19618,512,512,0.306640625,0.306640625,220,1.0,1.0,
